id,relevance
754,2.208691
755,2.5480647
757,2.2199733
761,2.3530953
762,2.0780478
766,2.37587
767,2.0038557
768,2.585636
769,2.7296956
770,2.3798172
772,2.1276379
774,2.4106002
775,2.3998702
776,2.3861098
777,2.5811954
779,2.530969
780,2.7904823
781,2.4710982
782,2.4547527
783,2.2421649
785,1.9428726
786,2.2489297
788,2.221802
789,2.1556523
792,2.304149
793,2.3493218
794,2.4307137
795,2.0602322
796,2.38558
797,2.5564053
798,2.6188884
799,2.329004
802,2.4056623
803,2.7392669
804,2.8024137
805,2.6549282
806,2.7549026
807,2.4986925
808,2.6235347
809,2.0186162
810,2.6095862
813,2.3710852
814,2.5001822
815,2.5760822
816,2.3466833
820,2.348637
821,2.1836352
822,2.452355
823,2.504578
825,2.1504374
827,2.7311583
829,2.2304678
830,2.18668
833,2.3865938
834,2.359579
835,2.189417
836,2.3129926
838,2.8370059
839,2.353948
840,2.4827223
841,2.5209293
842,2.4883099
845,2.1103542
846,2.0216029
848,2.6237583
849,2.5863485
850,2.265238
851,2.2220526
853,2.411757
854,1.9885849
855,2.434614
856,2.5959194
858,1.91849
859,2.4267528
860,2.5468984
861,2.7228312
863,2.5649767
864,2.276223
865,1.9237643
866,1.9306508
870,2.4005766
871,2.2059724
873,2.0640209
874,2.1783125
875,1.9555734
877,2.591486
879,2.475398
880,2.4032173
883,2.1541102
884,1.8559003
887,2.2933705
888,2.1185777
889,2.272487
890,2.1681104
891,2.1681104
892,2.3048475
896,2.2836757
897,1.9669312
900,2.3362112
901,2.5053692
903,2.5174181
904,2.578791
905,2.5223286
906,2.7091126
907,2.5698104
911,2.3089547
913,2.1771288
914,2.162416
915,2.1399395
916,2.1123264
917,2.1718059
919,2.1415646
920,2.1585622
921,2.2342298
924,2.7258885
925,2.4609933
926,2.6797864
927,2.0042048
930,2.650837
931,2.650837
932,2.6083965
933,2.667828
935,2.396264
936,2.3244393
937,2.3540256
938,2.1344047
939,2.4000912
941,2.3635502
942,2.6730874
943,2.7804549
945,2.7155633
946,2.1212597
947,2.2189014
948,2.0725229
949,2.1371624
950,2.1548843
951,2.4348757
952,2.255627
953,2.3760161
955,2.2200892
956,2.612492
957,2.7904835
959,2.4659035
960,2.071701
961,2.6138046
964,2.4528909
965,2.607319
966,1.9915876
967,2.3469872
968,2.5543804
970,2.8155644
971,2.692267
972,2.2150385
973,2.7721288
975,2.7721288
976,2.464378
977,2.538488
979,2.5262165
980,2.8460488
981,2.6302502
982,2.7711763
983,2.2457137
985,2.4641647
986,2.7724004
987,2.7338283
988,2.0964572
989,2.4140341
990,2.4293485
992,2.5873842
993,2.3709865
994,2.5979762
995,2.3848197
996,2.216997
997,2.4647655
998,2.4647655
999,2.3661144
1002,2.7590947
1003,2.2782683
1005,2.402697
1006,2.04288
1009,2.5236
1010,2.571064
1011,2.4969509
1012,2.667828
1013,2.7920518
1014,2.7419536
1015,2.4733114
1016,2.3347878
1017,2.3347878
1018,2.603685
1021,2.5050848
1023,2.7018664
1024,2.2922742
1025,2.2298145
1027,2.454095
1029,2.6482334
1030,2.3431997
1032,2.349359
1033,2.4624476
1034,2.3513196
1035,2.5591514
1036,2.4946697
1037,2.6156232
1039,2.2185767
1041,2.1989088
1042,2.7923381
1043,2.0638938
1044,2.2848144
1045,2.392809
1046,2.4180245
1047,2.1765254
1048,2.3472052
1049,2.3048475
1050,2.222465
1052,2.5467072
1054,1.9841242
1055,2.1286912
1057,2.5516233
1058,2.3826404
1059,2.596561
1061,2.5417528
1063,2.3481314
1064,2.1949239
1066,2.5686028
1067,2.4346485
1069,2.4660928
1070,2.4837701
1071,2.0420592
1075,2.2764013
1077,2.5843718
1078,2.364233
1079,2.8002646
1082,2.39116
1085,2.2999063
1087,2.5047083
1088,2.5095124
1089,2.7627354
1091,2.5793793
1092,2.4838367
1093,2.7308555
1094,2.5712907
1096,2.6949944
1099,2.569148
1100,2.3184352
1102,1.9610121
1105,2.3380158
1106,2.128327
1109,2.63919
1110,2.2698581
1111,2.6606128
1112,2.0333714
1113,2.025951
1114,2.030516
1115,2.6362014
1117,2.4375281
1118,2.6932395
1119,2.3234782
1120,2.3052518
1122,2.2657554
1123,2.27768
1124,2.5415304
1125,1.8436946
1126,2.3665452
1127,2.3665452
1130,2.3415728
1131,2.3032143
1133,2.6542964
1136,2.544937
1137,2.1286564
1139,2.6002645
1140,2.6437943
1141,2.6034522
1143,2.3197925
1144,2.2570496
1147,2.5555978
1149,2.4802907
1150,2.495222
1152,2.1922784
1153,2.627802
1154,2.4537354
1156,2.5743651
1157,2.156614
1158,2.3992815
1160,2.419338
1161,2.5352201
1162,2.6136384
1163,2.5129163
1166,2.4331741
1167,2.3478568
1169,2.6374102
1170,2.531312
1173,2.767031
1174,2.4863873
1175,2.5879045
1178,2.8291256
1179,2.7561948
1181,2.3799286
1182,2.4397838
1183,2.7075627
1184,2.6642544
1186,2.6024206
1187,2.3636456
1188,2.0333714
1189,2.3659058
1190,2.3443663
1193,2.329158
1194,2.4727738
1197,2.440222
1198,2.52316
1199,2.5723395
1200,2.5669928
1201,2.8078399
1202,2.620732
1203,2.123849
1204,2.3075562
1207,2.7091956
1209,2.0954323
1210,2.0715783
1211,2.3398976
1213,2.0345528
1214,1.9032446
1217,2.386726
1219,1.9365327
1221,1.9495239
1222,2.5249274
1223,2.5249274
1225,2.5675778
1226,2.3400116
1229,2.5224307
1232,2.5832186
1233,2.297924
1234,2.7329905
1235,2.7329905
1236,2.27791
1239,2.2607977
1240,2.7196624
1241,2.5532858
1242,2.8351946
1244,2.5678577
1245,2.7847168
1246,2.472319
1247,2.528501
1249,2.5072014
1250,2.4922884
1251,2.8699129
1254,2.5241861
1255,2.7538497
1256,2.8518524
1258,2.6280692
1259,2.4514763
1260,2.4250941
1261,2.32972
1262,2.4943333
1263,2.7497401
1264,2.638602
1265,2.5975313
1268,2.8244598
1269,2.5602672
1270,2.2381952
1271,2.279398
1272,2.4666326
1274,2.3194952
1277,2.1991117
1278,2.1702113
1280,2.2422123
1281,2.1676934
1282,2.293307
1283,2.280256
1284,2.768178
1285,1.9696072
1286,2.0950928
1288,2.8211765
1290,2.675649
1292,2.2558727
1293,2.6668892
1294,2.1763268
1295,2.620832
1297,2.7246456
1298,2.1677885
1299,2.1071036
1301,2.3774052
1304,2.8142724
1305,2.612181
1306,2.8078399
1307,2.0941756
1308,2.5648003
1309,2.482741
1310,2.5166764
1311,2.5294232
1312,2.528947
1313,2.4666815
1314,2.422398
1315,2.4969509
1318,2.6595342
1319,2.4998536
1321,2.3881423
1322,1.8969141
1324,2.674831
1325,2.3783495
1327,2.3099155
1328,2.4913056
1329,2.6922338
1330,2.0947917
1331,2.4700725
1332,2.6158392
1333,2.1126935
1334,1.8734431
1336,2.5654976
1337,2.6737933
1339,2.1190937
1341,2.218809
1342,2.6186774
1343,2.3901224
1346,2.278275
1350,2.179102
1351,2.3365986
1352,2.0044596
1353,2.739216
1354,2.6251383
1358,2.227532
1360,2.24875
1361,2.7118998
1362,2.2582452
1363,2.775918
1365,2.7762678
1367,2.731644
1368,2.6784427
1369,2.512635
1370,2.2252357
1371,2.5398278
1372,2.6153204
1373,2.6153204
1374,2.6024206
1375,2.8241527
1376,2.570775
1378,2.4644582
1379,2.4314516
1380,2.24511
1381,1.9915876
1382,2.4329119
1383,1.8341194
1384,2.4254415
1385,2.4254415
1386,1.9554054
1389,2.329378
1390,2.4322054
1391,2.5495572
1392,2.4361298
1393,2.0377119
1396,2.3799605
1398,2.6772444
1400,2.762983
1402,2.5705945
1404,2.7417352
1406,2.622971
1407,2.0157576
1409,2.6547024
1410,2.5030313
1411,2.5617478
1412,2.7147245
1413,2.5654013
1415,2.13365
1416,2.1487744
1417,2.502196
1418,2.5627337
1420,1.9708654
1421,2.5595665
1423,2.5252814
1424,2.285612
1425,2.7336519
1426,2.184687
1428,2.5909524
1429,2.5266612
1430,2.695278
1432,2.5350716
1435,2.2516506
1437,2.0974662
1438,2.5875337
1440,2.5617478
1441,2.5082037
1442,2.4001122
1445,1.901336
1446,2.0324621
1447,2.6831982
1448,2.1415646
1450,2.534835
1451,2.0808442
1452,2.694441
1455,2.6955473
1456,2.6050997
1457,2.4617214
1459,2.4543657
1460,2.4493573
1461,2.4955256
1462,2.665487
1463,2.1398299
1464,2.7084992
1465,2.8175058
1466,1.9359639
1467,2.357275
1469,2.4241853
1470,2.7129798
1474,2.0990424
1475,2.0173652
1476,2.230305
1477,2.1253831
1478,2.383218
1480,2.4635177
1482,2.4045084
1484,2.59172
1485,2.608746
1488,2.364391
1489,2.5950842
1493,2.2754927
1494,2.0897808
1495,2.3984098
1498,2.4884887
1499,2.0520396
1500,2.3100276
1502,2.5733578
1503,2.0271635
1505,2.6808794
1507,2.185847
1508,2.3332825
1510,2.7722259
1511,2.5224202
1513,2.7498388
1514,2.3749285
1515,2.4694393
1516,2.043503
1517,2.8468673
1518,2.8176627
1519,1.8388588
1520,2.3215702
1521,2.4237266
1522,2.4130833
1523,2.4927602
1524,2.4333344
1525,1.7518725
1526,2.3984098
1527,2.622486
1529,2.2786608
1530,2.0460784
1531,2.2138982
1532,2.4948356
1533,2.2667563
1534,2.7103808
1535,2.3800533
1536,1.9021597
1537,2.504912
1539,2.3844924
1540,2.5182698
1541,2.5668395
1543,2.4701266
1544,2.445044
1545,2.5070124
1547,2.5801523
1549,2.5510745
1550,2.5677543
1551,2.4149172
1552,2.3888702
1553,2.1935925
1555,2.3335552
1556,2.527638
1557,2.2347236
1558,2.3678663
1559,2.6810098
1563,2.1817312
1564,2.6373508
1565,2.308429
1566,2.616575
1567,2.616575
1570,2.5385141
1573,2.66733
1574,2.5559394
1575,2.1686215
1579,2.7787645
1580,2.3681219
1581,2.622587
1582,2.2943718
1583,2.3924944
1584,2.2666233
1585,2.1239803
1586,2.2971077
1589,2.6185563
1590,2.2888768
1591,2.032565
1592,2.2719626
1594,2.451295
1596,2.7287524
1597,2.5490592
1598,2.451295
1599,2.723749
1600,2.4000502
1601,2.4192057
1602,2.4000502
1603,2.670868
1604,2.1185777
1605,2.594312
1606,2.8316152
1607,2.513348
1608,1.8625977
1611,2.0197017
1613,2.6627493
1614,2.1637256
1615,2.1595335
1618,2.4136038
1619,2.5734878
1620,2.0333714
1621,2.33557
1623,2.8323576
1625,2.3439891
1626,2.2506692
1628,2.5006669
1629,2.8632689
1630,2.1207004
1631,2.191457
1632,2.3329136
1635,1.7585481
1636,2.5012789
1638,2.451962
1639,1.767487
1641,2.2950487
1642,1.7283138
1644,2.6407924
1646,2.3744707
1649,2.2475646
1650,2.2077608
1651,1.8033679
1652,2.0568323
1658,2.7352376
1659,2.5213494
1660,2.3980708
1662,2.7546947
1663,2.6549342
1665,2.4912386
1666,2.1118145
1668,2.4449527
1674,2.5958467
1676,2.445401
1678,2.3345847
1679,2.6085951
1680,2.2784789
1682,2.5670872
1683,2.5664
1684,2.3198926
1685,2.7047977
1686,2.5518534
1687,2.7011247
1688,2.5845942
1689,2.535471
1690,2.4400427
1693,2.7349975
1694,2.0511138
1695,2.3994236
1697,2.5579789
1698,2.6347525
1699,2.5693564
1700,2.3660796
1701,2.501226
1706,2.3821597
1707,2.220488
1708,2.4005466
1709,2.6160235
1710,2.0029476
1711,2.2880712
1712,2.385724
1714,2.5944538
1716,2.5350676
1717,2.307371
1718,2.4696164
1719,2.588391
1720,2.2461994
1723,2.156861
1725,2.3146276
1727,2.6021018
1728,2.5252485
1729,2.3910215
1730,2.0335667
1732,2.4571445
1734,2.5213182
1735,2.5305555
1736,2.31764
1737,2.5497909
1739,2.1124156
1743,2.5494442
1744,2.5138881
1745,2.442954
1747,2.5404887
1748,2.2849016
1750,2.2318354
1751,2.1871948
1752,2.5221286
1754,2.6094944
1755,2.4442594
1756,2.3980944
1757,2.394775
1758,2.0698032
1759,2.5739038
1760,2.349169
1761,2.1638854
1763,2.779035
1764,2.3661146
1766,2.6651258
1767,2.769699
1768,2.6338413
1769,2.575643
1770,2.3561723
1772,2.7608688
1773,2.79348
1775,2.4744647
1776,2.2065444
1778,2.414386
1781,2.5231175
1783,2.546255
1787,2.2940934
1788,2.0357056
1789,2.7653217
1791,2.448159
1792,1.941086
1793,2.469896
1794,2.705569
1795,2.6652234
1796,2.6652234
1798,2.6974988
1799,2.6750906
1800,2.4742663
1801,2.7963932
1802,2.6918166
1803,2.4812202
1806,2.3134449
1807,2.5928504
1808,2.2861145
1809,2.2985675
1810,2.2282507
1812,2.3947766
1813,2.6725738
1814,2.2412474
1817,2.4015396
1819,2.3091183
1820,2.3683176
1822,2.332274
1823,2.716976
1825,2.6104999
1826,2.716976
1827,1.8810906
1828,2.4931407
1831,2.397868
1832,2.6776161
1833,2.4225192
1834,2.261296
1836,2.6256382
1837,2.6674452
1838,2.7924445
1839,2.674023
1840,2.5616057
1842,2.6535344
1843,2.2831933
1849,2.4753315
1850,2.4373608
1854,1.9539896
1856,2.4236786
1857,2.531613
1859,2.7944708
1860,2.1712937
1863,2.0959475
1864,2.630277
1865,2.108811
1866,2.3841197
1869,2.4335113
1871,2.38558
1873,2.6118586
1874,2.8171287
1876,2.3068337
1877,2.5360425
1878,2.7029366
1879,2.492877
1880,2.3431218
1882,2.7419624
1884,2.4085374
1885,2.003722
1886,2.003722
1887,2.4988744
1888,2.649515
1889,2.5191011
1890,2.4761493
1891,2.4761493
1892,2.385832
1893,2.263239
1895,2.3509822
1897,2.0554214
1898,2.5359788
1900,2.0269408
1901,1.9237345
1902,2.6480732
1903,2.1840289
1904,2.6102438
1905,2.4890103
1906,2.0950928
1908,2.0409536
1909,2.238715
1910,2.5157366
1911,2.4368696
1912,2.1293042
1913,1.8840264
1916,2.6695187
1917,2.5454917
1919,2.7998164
1925,2.5507348
1926,2.662424
1928,2.5532525
1929,2.5510745
1930,2.4485488
1932,2.578315
1934,2.4485488
1935,2.567413
1936,2.0243444
1937,2.7908392
1938,2.5675118
1940,2.449966
1942,2.002247
1944,2.6002645
1945,2.5639744
1946,2.5639744
1947,2.416091
1948,2.1450603
1949,2.0632057
1950,2.549371
1951,2.2637732
1952,2.4567208
1953,2.6568418
1954,2.7300017
1955,2.2845833
1957,2.5455723
1958,2.4296312
1960,2.5683901
1962,2.8215911
1965,1.9991319
1968,1.7685076
1969,2.2948728
1971,2.8277268
1972,2.654384
1973,2.831609
1974,2.4673061
1975,2.8362303
1976,2.1592367
1978,2.0162659
1980,2.2729015
1981,2.2854772
1984,2.0837128
1985,2.1801062
1986,2.0594223
1988,2.4272614
1990,2.0588632
1991,1.9226804
1992,2.1363714
1993,2.043723
1995,2.035837
1996,2.1701608
1997,2.574152
1999,2.2640738
2004,1.9964583
2005,2.2100215
2007,2.5088723
2009,2.4199774
2010,2.460436
2012,2.2465153
2014,2.116736
2015,2.53144
2016,2.6389658
2017,2.2431831
2018,2.515516
2020,2.0950928
2026,2.1682
2027,2.415589
2028,2.3130174
2030,2.050166
2031,1.9966578
2032,2.5071008
2033,2.1439435
2034,2.0947917
2035,2.3901224
2036,2.3901224
2038,2.2665005
2040,2.6131132
2043,2.2112541
2044,2.8357232
2045,2.2096353
2046,2.5543485
2048,2.6098864
2049,2.7213686
2051,1.8101158
2053,2.2556705
2054,2.530114
2055,2.1888764
2057,2.3514802
2058,2.196432
2059,2.2495308
2061,2.4349377
2063,2.1101806
2067,2.386644
2068,2.4075615
2069,2.638602
2071,2.04946
2072,2.2804146
2075,2.6512966
2076,2.4111445
2077,2.4111445
2078,2.677318
2079,2.4242797
2080,2.7187412
2084,2.326613
2087,2.788134
2090,2.2314544
2091,2.5827165
2092,2.4551518
2093,2.500816
2094,1.9964583
2096,2.8114264
2099,2.4567764
2100,2.3859599
2101,2.302051
2102,2.197316
2104,1.9503684
2105,1.9519081
2108,2.2948728
2110,2.1378546
2111,1.8705573
2112,2.4009573
2114,2.6024346
2116,2.4515338
2119,2.0715737
2120,2.0715737
2121,2.64345
2122,2.3361037
2123,2.0849762
2124,2.362834
2125,2.5430741
2127,2.7072673
2128,2.463255
2129,2.4110842
2131,2.6917815
2132,2.4010336
2134,2.4315026
2135,2.2246032
2138,2.5390518
2140,2.4458091
2141,2.304279
2142,2.6163268
2143,2.0444837
2144,2.1022294
2145,2.0916715
2147,2.2977967
2150,2.289061
2152,2.6131897
2155,2.6964045
2156,2.4456344
2159,2.7267513
2161,2.3926067
2162,2.3460898
2164,2.472035
2165,2.7874112
2168,2.281154
2170,2.0950928
2171,2.2408245
2172,2.6326823
2174,2.071701
2175,2.6313221
2177,2.5453815
2178,2.6733282
2179,2.774414
2180,2.3924122
2183,1.901336
2184,2.4391198
2185,2.775152
2186,2.723141
2187,2.063709
2191,2.4289072
2192,2.4389453
2193,2.4460657
2194,2.4393654
2195,2.776141
2196,2.8032935
2197,2.6443083
2198,2.1953533
2199,2.1136055
2200,2.2169693
2202,2.5565495
2203,2.0873759
2205,2.2383819
2207,2.8396072
2208,2.6375422
2209,2.6375422
2212,1.9915876
2213,2.1980083
2214,2.1718674
2215,2.3826404
2216,2.0808442
2217,1.8815986
2219,2.3792465
2220,2.660899
2221,1.8968854
2223,2.0698128
2225,2.422225
2227,2.522492
2228,2.508405
2229,2.4464025
2230,2.478822
2231,2.1834862
2232,2.3327456
2233,1.8443166
2234,2.591677
2235,2.434107
2236,2.3688638
2238,2.3342752
2239,2.1541102
2240,1.9850833
2241,2.2224717
2243,2.7292044
2244,2.5876408
2246,2.365938
2247,2.6402051
2249,2.4884255
2250,2.6343093
2252,2.7448359
2253,2.5547922
2254,2.5766182
2255,2.498332
2256,2.268151
2260,2.6855786
2261,2.1647468
2262,2.3387184
2263,2.2481036
2264,2.3002734
2265,2.494869
2266,2.7603357
2267,2.7052913
2268,2.1455743
2269,2.4441328
2271,2.3102293
2272,2.3951492
2274,2.0964572
2276,2.18122
2278,2.4977112
2280,2.3761036
2282,2.627736
2285,1.918831
2286,2.2274456
2287,2.8223186
2289,2.5365276
2290,2.1567914
2294,2.3773534
2295,2.5736668
2296,2.3774323
2301,2.251803
2302,2.5365276
2304,2.0459762
2305,2.0275662
2307,2.4416084
2308,2.251377
2309,2.1622653
2311,2.1570506
2313,2.1150968
2314,2.4143624
2316,2.2398996
2317,2.3318963
2318,2.6723664
2319,2.5352046
2320,2.6496105
2322,2.4469051
2324,2.3105798
2327,2.6085699
2329,2.6185844
2330,2.62198
2331,2.5047889
2332,2.380671
2335,2.7324436
2336,2.475239
2337,2.2879403
2338,2.1399074
2340,2.4089282
2341,2.475239
2342,2.5622077
2343,2.1750247
2344,2.0766485
2345,1.9792523
2347,2.0723376
2348,2.128327
2349,1.983553
2350,2.2897222
2352,2.2527354
2353,2.6563332
2354,2.0579565
2355,2.1402392
2356,2.0180044
2357,2.4754894
2358,2.1996279
2360,2.1288807
2361,2.7018301
2362,2.5547595
2363,2.1181228
2364,2.0168
2366,2.5281353
2367,2.3019328
2368,2.5811276
2370,2.5304112
2371,2.618091
2372,2.3008616
2373,2.2930882
2376,2.3780315
2377,2.37933
2378,2.7958121
2379,2.3737652
2380,1.9989913
2382,2.1824243
2383,2.3371315
2384,2.1906357
2386,2.338786
2387,2.6385863
2388,2.819013
2389,2.2721817
2390,2.4094722
2391,2.6657455
2392,2.39109
2394,2.6985717
2395,2.8088996
2396,2.6249125
2397,2.507967
2399,2.2804146
2400,2.1419966
2401,2.5863454
2402,2.6571515
2404,2.527902
2405,2.797878
2406,2.371486
2407,2.3695247
2408,2.479444
2411,2.4599342
2412,2.5994713
2414,2.591984
2415,2.5633976
2417,2.4960475
2418,1.9794501
2419,2.6866465
2422,2.5453985
2425,2.649681
2427,2.1838422
2428,2.4494078
2429,2.844121
2430,2.7511384
2431,2.816987
2432,1.9638808
2434,2.767143
2436,2.7210531
2437,2.38634
